Run,Scenario,CPUs_used,Governor,Time_sec,Result_shape
1,1-T,[0],performance,0.3314218521118164,"(1000, 1000)"
1,2-T,"[0, 2]",performance,0.20632266998291016,"(1000, 1000)"
1,2-T-HP,"[0, 1]",performance,0.25507235527038574,"(1000, 1000)"
1,4-T,"[0, 2, 4, 6]",performance,0.17406940460205078,"(1000, 1000)"
1,4-T-HP,"[0, 1, 2, 3]",performance,0.18149137496948242,"(1000, 1000)"
1,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.17870759963989258,"(1000, 1000)"
1,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.17925810813903809,"(1000, 1000)"
2,1-T,[0],performance,0.37512683868408203,"(1000, 1000)"
2,2-T,"[0, 2]",performance,0.2326664924621582,"(1000, 1000)"
2,2-T-HP,"[0, 1]",performance,0.2159123420715332,"(1000, 1000)"
2,4-T,"[0, 2, 4, 6]",performance,0.16916942596435547,"(1000, 1000)"
2,4-T-HP,"[0, 1, 2, 3]",performance,0.16247010231018066,"(1000, 1000)"
2,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.17313313484191895,"(1000, 1000)"
2,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.17800331115722656,"(1000, 1000)"
