Experiment_ID,Matrix_Size,CPU_Set_Name,CPU_Cores_List,Run_Number
EXP_0326,4000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],26
EXP_0514,8000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],4
EXP_0124,2000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],4
EXP_0503,8000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],23
EXP_0097,1000,8E,[16; 17; 18; 19; 20; 21; 22; 23],7
EXP_0144,2000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],24
EXP_0240,2000,8E,[16; 17; 18; 19; 20; 21; 22; 23],30
EXP_0426,6000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],6
EXP_0098,1000,8E,[16; 17; 18; 19; 20; 21; 22; 23],8
EXP_0325,4000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],25
EXP_0280,4000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],10
EXP_0294,4000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],24
EXP_0478,6000,8E,[16; 17; 18; 19; 20; 21; 22; 23],28
EXP_0123,2000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],3
EXP_0184,2000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],4
EXP_0203,2000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],23
EXP_0324,4000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],24
EXP_0247,4000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],7
EXP_0513,8000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],3
EXP_0458,6000,8E,[16; 17; 18; 19; 20; 21; 22; 23],8
EXP_0479,6000,8E,[16; 17; 18; 19; 20; 21; 22; 23],29
EXP_0500,8000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],20
EXP_0530,8000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],20
EXP_0389,6000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],29
EXP_0126,2000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],6
EXP_0582,8000,8E,[16; 17; 18; 19; 20; 21; 22; 23],12
EXP_0224,2000,8E,[16; 17; 18; 19; 20; 21; 22; 23],14
EXP_0343,4000,8E,[16; 17; 18; 19; 20; 21; 22; 23],13
EXP_0054,1000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],24
EXP_0220,2000,8E,[16; 17; 18; 19; 20; 21; 22; 23],10
EXP_0130,2000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],10
EXP_0544,8000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],4
EXP_0394,6000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],4
