Run,Scenario,CPUs_used,Governor,Time_sec,Result_shape
1,p-cores 1 thread,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.09668278694152832,"(1000, 1000)"
1,p-cores 2 threads,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.12525200843811035,"(1000, 1000)"
1,p-cores & e-cores 50-50,"[0, 2, 4, 6, 16, 17, 18, 19]",performance,0.13068151473999023,"(1000, 1000)"
1,e-cores,"[16, 17, 18, 19, 20, 21, 22, 23]",performance,0.14336228370666504,"(1000, 1000)"
2,p-cores 1 thread,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.0919339656829834,"(1000, 1000)"
2,p-cores 2 threads,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.1158609390258789,"(1000, 1000)"
2,p-cores & e-cores 50-50,"[0, 2, 4, 6, 16, 17, 18, 19]",performance,0.13020086288452148,"(1000, 1000)"
2,e-cores,"[16, 17, 18, 19, 20, 21, 22, 23]",performance,0.1461324691772461,"(1000, 1000)"
3,p-cores 1 thread,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.0930321216583252,"(1000, 1000)"
3,p-cores 2 threads,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.11338043212890625,"(1000, 1000)"
3,p-cores & e-cores 50-50,"[0, 2, 4, 6, 16, 17, 18, 19]",performance,0.13088655471801758,"(1000, 1000)"
3,e-cores,"[16, 17, 18, 19, 20, 21, 22, 23]",performance,0.13979864120483398,"(1000, 1000)"
4,p-cores 1 thread,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.09526944160461426,"(1000, 1000)"
4,p-cores 2 threads,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.11558222770690918,"(1000, 1000)"
4,p-cores & e-cores 50-50,"[0, 2, 4, 6, 16, 17, 18, 19]",performance,0.13085198402404785,"(1000, 1000)"
4,e-cores,"[16, 17, 18, 19, 20, 21, 22, 23]",performance,0.13906335830688477,"(1000, 1000)"
5,p-cores 1 thread,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.09142613410949707,"(1000, 1000)"
5,p-cores 2 threads,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.11676311492919922,"(1000, 1000)"
5,p-cores & e-cores 50-50,"[0, 2, 4, 6, 16, 17, 18, 19]",performance,0.12789487838745117,"(1000, 1000)"
5,e-cores,"[16, 17, 18, 19, 20, 21, 22, 23]",performance,0.14002156257629395,"(1000, 1000)"
