Run,Scenario,CPUs_used,Governor,Time_sec,Result_shape
1,1-T,[0],performance,3.770108938217163,"(2000, 2000)"
1,2-T,"[0, 2]",performance,1.8499021530151367,"(2000, 2000)"
1,2-T-HP,"[0, 1]",performance,2.5252230167388916,"(2000, 2000)"
1,4-T,"[0, 2, 4, 6]",performance,1.0575010776519775,"(2000, 2000)"
1,4-T-HP,"[0, 1, 2, 3]",performance,1.2830142974853516,"(2000, 2000)"
1,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.682776927947998,"(2000, 2000)"
1,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.7515852451324463,"(2000, 2000)"
2,1-T,[0],performance,3.652167320251465,"(2000, 2000)"
2,2-T,"[0, 2]",performance,1.8478693962097168,"(2000, 2000)"
2,2-T-HP,"[0, 1]",performance,2.48773455619812,"(2000, 2000)"
2,4-T,"[0, 2, 4, 6]",performance,1.0839262008666992,"(2000, 2000)"
2,4-T-HP,"[0, 1, 2, 3]",performance,1.3407270908355713,"(2000, 2000)"
2,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.6768381595611572,"(2000, 2000)"
2,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.7488446235656738,"(2000, 2000)"
