Run,Scenario,CPUs_used,Governor,Time_sec,Result_shape
1,1-T,[0],performance,0.40677452087402344,"(1000, 1000)"
1,2-T,"[0, 2]",performance,0.1978015899658203,"(1000, 1000)"
1,2-T-HP,"[0, 1]",performance,0.31790971755981445,"(1000, 1000)"
1,4-T,"[0, 2, 4, 6]",performance,0.11292815208435059,"(1000, 1000)"
1,4-T-HP,"[0, 1, 2, 3]",performance,0.17066645622253418,"(1000, 1000)"
1,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.0828557014465332,"(1000, 1000)"
1,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.10297060012817383,"(1000, 1000)"
2,1-T,[0],performance,0.3766152858734131,"(1000, 1000)"
2,2-T,"[0, 2]",performance,0.196488618850708,"(1000, 1000)"
2,2-T-HP,"[0, 1]",performance,0.309100866317749,"(1000, 1000)"
2,4-T,"[0, 2, 4, 6]",performance,0.12758755683898926,"(1000, 1000)"
2,4-T-HP,"[0, 1, 2, 3]",performance,0.17403531074523926,"(1000, 1000)"
2,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.08865213394165039,"(1000, 1000)"
2,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.10502099990844727,"(1000, 1000)"
3,1-T,[0],performance,0.37334465980529785,"(1000, 1000)"
3,2-T,"[0, 2]",performance,0.1961193084716797,"(1000, 1000)"
3,2-T-HP,"[0, 1]",performance,0.31566691398620605,"(1000, 1000)"
3,4-T,"[0, 2, 4, 6]",performance,0.11442065238952637,"(1000, 1000)"
3,4-T-HP,"[0, 1, 2, 3]",performance,0.17430734634399414,"(1000, 1000)"
3,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.08406376838684082,"(1000, 1000)"
3,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.10814881324768066,"(1000, 1000)"
4,1-T,[0],performance,0.37754058837890625,"(1000, 1000)"
4,2-T,"[0, 2]",performance,0.1945197582244873,"(1000, 1000)"
4,2-T-HP,"[0, 1]",performance,0.3105952739715576,"(1000, 1000)"
4,4-T,"[0, 2, 4, 6]",performance,0.11403512954711914,"(1000, 1000)"
4,4-T-HP,"[0, 1, 2, 3]",performance,0.1712479591369629,"(1000, 1000)"
4,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.08448171615600586,"(1000, 1000)"
4,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.10801005363464355,"(1000, 1000)"
5,1-T,[0],performance,0.3895554542541504,"(1000, 1000)"
5,2-T,"[0, 2]",performance,0.19307923316955566,"(1000, 1000)"
5,2-T-HP,"[0, 1]",performance,0.32522153854370117,"(1000, 1000)"
5,4-T,"[0, 2, 4, 6]",performance,0.11239862442016602,"(1000, 1000)"
5,4-T-HP,"[0, 1, 2, 3]",performance,0.17727994918823242,"(1000, 1000)"
5,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.08884859085083008,"(1000, 1000)"
5,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.10627174377441406,"(1000, 1000)"
