Run,Scenario,CPUs_used,Governor,Time_sec,Result_shape
1,1-T,[0],performance,0.41262054443359375,"(1000, 1000)"
1,2-T,"[0, 2]",performance,0.2021944522857666,"(1000, 1000)"
1,2-T-HP,"[0, 1]",performance,0.32433009147644043,"(1000, 1000)"
1,4-T,"[0, 2, 4, 6]",performance,0.11638808250427246,"(1000, 1000)"
1,4-T-HP,"[0, 1, 2, 3]",performance,0.16820478439331055,"(1000, 1000)"
1,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.09041833877563477,"(1000, 1000)"
1,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.11044740676879883,"(1000, 1000)"
2,1-T,[0],performance,0.3863825798034668,"(1000, 1000)"
2,2-T,"[0, 2]",performance,0.19905734062194824,"(1000, 1000)"
2,2-T-HP,"[0, 1]",performance,0.329087495803833,"(1000, 1000)"
2,4-T,"[0, 2, 4, 6]",performance,0.11203527450561523,"(1000, 1000)"
2,4-T-HP,"[0, 1, 2, 3]",performance,0.16773247718811035,"(1000, 1000)"
2,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.09051799774169922,"(1000, 1000)"
2,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.1086735725402832,"(1000, 1000)"
