Run,Scenario,CPUs_used,Governor,Time_sec,Result_shape
1,1-T,[0],performance,0.39255285263061523,"(1000, 1000)"
1,2-T,"[0, 2]",performance,0.19167232513427734,"(1000, 1000)"
1,2-T-HP,"[0, 1]",performance,0.31299495697021484,"(1000, 1000)"
1,4-T,"[0, 2, 4, 6]",performance,0.11339306831359863,"(1000, 1000)"
1,4-T-HP,"[0, 1, 2, 3]",performance,0.1733701229095459,"(1000, 1000)"
1,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.08368682861328125,"(1000, 1000)"
1,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.10864424705505371,"(1000, 1000)"
2,1-T,[0],performance,0.3748891353607178,"(1000, 1000)"
2,2-T,"[0, 2]",performance,0.1923203468322754,"(1000, 1000)"
2,2-T-HP,"[0, 1]",performance,0.32393312454223633,"(1000, 1000)"
2,4-T,"[0, 2, 4, 6]",performance,0.1160728931427002,"(1000, 1000)"
2,4-T-HP,"[0, 1, 2, 3]",performance,0.21351981163024902,"(1000, 1000)"
2,8-T,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.0949244499206543,"(1000, 1000)"
2,8-T-HP,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.11981987953186035,"(1000, 1000)"
