Run,Scenario,CPUs_used,Governor,Time_sec,Result_shape
1,8P_HT_OFF,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.7928876876831055,"(2000, 2000)"
2,8P_HT_OFF,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.7531595230102539,"(2000, 2000)"
3,8P_HT_OFF,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.7463846206665039,"(2000, 2000)"
4,8P_HT_OFF,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.6999008655548096,"(2000, 2000)"
5,8P_HT_OFF,"[0, 2, 4, 6, 8, 10, 12, 14]",performance,0.7147567272186279,"(2000, 2000)"
1,4P_HT_ON,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,1.1149210929870605,"(2000, 2000)"
2,4P_HT_ON,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,1.0729410648345947,"(2000, 2000)"
3,4P_HT_ON,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.9965763092041016,"(2000, 2000)"
4,4P_HT_ON,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,0.9873757362365723,"(2000, 2000)"
5,4P_HT_ON,"[0, 1, 2, 3, 4, 5, 6, 7]",performance,1.0709617137908936,"(2000, 2000)"
1,4P_4E_HT_OFF,"[0, 2, 4, 6, 16, 17, 18, 19]",performance,0.9622607231140137,"(2000, 2000)"
2,4P_4E_HT_OFF,"[0, 2, 4, 6, 16, 17, 18, 19]",performance,0.8753654956817627,"(2000, 2000)"
3,4P_4E_HT_OFF,"[0, 2, 4, 6, 16, 17, 18, 19]",performance,0.8852064609527588,"(2000, 2000)"
4,4P_4E_HT_OFF,"[0, 2, 4, 6, 16, 17, 18, 19]",performance,0.8579034805297852,"(2000, 2000)"
5,4P_4E_HT_OFF,"[0, 2, 4, 6, 16, 17, 18, 19]",performance,0.8563892841339111,"(2000, 2000)"
1,8E,"[16, 17, 18, 19, 20, 21, 22, 23]",performance,1.469986915588379,"(2000, 2000)"
2,8E,"[16, 17, 18, 19, 20, 21, 22, 23]",performance,1.3932390213012695,"(2000, 2000)"
3,8E,"[16, 17, 18, 19, 20, 21, 22, 23]",performance,1.3774092197418213,"(2000, 2000)"
4,8E,"[16, 17, 18, 19, 20, 21, 22, 23]",performance,1.432312250137329,"(2000, 2000)"
5,8E,"[16, 17, 18, 19, 20, 21, 22, 23]",performance,1.3742680549621582,"(2000, 2000)"
