Experiment_ID,Matrix_Size,CPU_Set_Name,CPU_Cores_List,Run_Number,Executed_Governor,Time_sec,Temp°C,Timestamp
EXP_0449,6000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],29,performance,2.3587663173675537,46.0,2025-11-26T15:00:55.018187
EXP_0548,8000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],8,performance,6.12838888168335,47.0,2025-11-26T15:01:12.427260
EXP_0572,8000,8E,[16; 17; 18; 19; 20; 21; 22; 23],2,performance,10.286807298660278,46.0,2025-11-26T15:01:34.003169
EXP_0214,2000,8E,[16; 17; 18; 19; 20; 21; 22; 23],4,performance,0.10677862167358398,44.0,2025-11-26T15:01:44.364941
EXP_0360,4000,8E,[16; 17; 18; 19; 20; 21; 22; 23],30,performance,1.3286006450653076,44.0,2025-11-26T15:01:56.159829
EXP_0172,2000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],22,performance,0.09678506851196289,47.0,2025-11-26T15:02:06.486537
EXP_0099,1000,8E,[16; 17; 18; 19; 20; 21; 22; 23],9,performance,0.02100086212158203,42.0,2025-11-26T15:02:16.687649
EXP_0293,4000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],23,performance,0.6705994606018066,44.0,2025-11-26T15:02:27.812293
EXP_0216,2000,8E,[16; 17; 18; 19; 20; 21; 22; 23],6,performance,0.10764575004577637,42.0,2025-11-26T15:02:38.126800
EXP_0062,1000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],2,performance,0.0191957950592041,41.0,2025-11-26T15:02:48.345620
EXP_0407,6000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],17,performance,2.2379839420318604,45.0,2025-11-26T15:03:01.371676
EXP_0048,1000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],18,performance,0.01609015464782715,42.0,2025-11-26T15:03:11.551177
EXP_0033,1000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],3,performance,0.019341707229614258,40.0,2025-11-26T15:03:21.741509
EXP_0418,6000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],28,performance,2.356109380722046,47.0,2025-11-26T15:03:34.661465
EXP_0268,4000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],28,performance,0.7516689300537109,43.0,2025-11-26T15:03:45.738593
EXP_0328,4000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],28,performance,0.7345213890075684,43.0,2025-11-26T15:03:56.812296
EXP_0201,2000,4P_4E_HT_OFF,[0; 2; 4; 6; 16; 17; 18; 19],21,performance,0.10946846008300781,40.0,2025-11-26T15:04:07.182523
EXP_0135,2000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],15,performance,0.09766221046447754,42.0,2025-11-26T15:04:17.481884
EXP_0028,1000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],28,performance,0.022513389587402344,40.0,2025-11-26T15:04:27.662961
EXP_0525,8000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],15,performance,3.9313366413116455,48.0,2025-11-26T15:04:42.465734
EXP_0506,8000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],26,performance,4.0544493198394775,46.0,2025-11-26T15:04:57.280121
EXP_0231,2000,8E,[16; 17; 18; 19; 20; 21; 22; 23],21,performance,0.10654258728027344,44.0,2025-11-26T15:05:07.608980
EXP_0490,8000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],10,performance,5.438858270645142,47.0,2025-11-26T15:05:24.311764
EXP_0261,4000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],21,performance,0.7453100681304932,45.0,2025-11-26T15:05:35.377753
EXP_0379,6000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],19,performance,1.0884804725646973,47.0,2025-11-26T15:05:46.978717
EXP_0289,4000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],19,performance,0.5230777263641357,47.0,2025-11-26T15:05:57.821592
EXP_0419,6000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],29,performance,2.4160375595092773,48.0,2025-11-26T15:06:10.788875
EXP_0392,6000,4P_HT_ON,[0; 1; 2; 3; 4; 5; 6; 7],2,performance,3.0919570922851562,47.0,2025-11-26T15:06:24.398599
EXP_0499,8000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],19,performance,5.754934310913086,48.0,2025-11-26T15:06:40.919040
EXP_0139,2000,8P_HT_OFF,[0; 2; 4; 6; 8; 10; 12; 14],19,performance,0.07869553565979004,44.0,2025-11-26T15:06:51.191624
